DocId,Tweet,Processed,Score
1150,i may not be an obama fan but  Mr. President and Michelle  #happyannerversary #debates,i may not be an obama fan but mr president and michelle #happyannerversary #debates,18.122151
1151,do you see the difference on how attentive #obama is and how jackassy #Romney is when the other is speaking?,do you see the difference on how attentive #obama is and how jackassy #romney is when the other is speaking,5.6342419999999995
1152,RT @Tylermx18: Mitt Romney is gonna put Obama in his place tonight in this debate #cantaffor,mitt romney is gonna put obama in his place tonight in this debate #cantaffor,15.807864
1153,I love that Mitt Romney is our neighbor up at the lake ahhhh,i love that mitt romney is our neighbor up at the lake ahhhh,3.069567
1154,I don't care who you are and who you like --  you can't deny that President Obama has an amazing voice.,i don't care who you are and who you like you can't deny that president obama has an amazing voice,15.427777
1157,RT @TheGentleman_3: I #cantafford4more years of college without Pell Grants... therefore. Im voting for #obama.,i #cantafford4more years of college without pell grants therefore im voting for #obama,9.590143999999999
1158,RT @CBSNews: LIVE NOW: The first 2012 Presidential debate from Denver --  CO. WATCH: http://t.co/J9k6SNcv  and on CBS stations #debates,live now the first presidential debate from denver co watch and on cbs stations #debates,34.410385
1159,Is that a camera on the American flag pin on Mitt Romneys coat? #denverdebate,is that a camera on the american flag pin on mitt romneys coat #denverdebate,13.347688999999999
1160,Watching #debates but also unsure how I feel about #Redsox going down with a whimper,watching #debates but also unsure how i feel about #redsox going down with a whimper,14.031932999999999
1163,@MissDiagnosis I know the public havent made their minds up about Mitt --  But  Mrs Romney has all the trademarks of a Presidential 1st Lady --,i know the public havent made their minds up about mitt but mrs romney has all the trademarks of a presidential 1st lady,17.041916
1168,Just my opinion --  but President Obama is the --  well president. Couldn't the debate have been on any other night than his 20th anniversary?,just my opinion but president obama is the well president couldn't the debate have been on any other night than his 20th anniversary,34.360022
1170,I'm sure this is the most romantic place you could imagine--here with me! Mitt Romney --  you card. #presidentialdebate,i'm sure this is the most romantic place you could imaginehere with me mitt romney you card #presidentialdebate,11.31425
1171,Obama is already lying about Mitt Romney's plans. It only took one minute of debate time for him to begin spreading lies!,obama is already lying about mitt romney's plans it only took one minute of debate time for him to begin spreading lies,30.481949000000004
1172,romney is about to get his ass handed to him --  beet red! #obama2012,romney is about to get his ass handed to him beet red #obama2012,16.526167
1173,I love how President Obama is so humble. He still gets nervous because he wants to do SO well #SupportObama <3,i love how president obama is so humble he still gets nervous because he wants to do so well #supportobama,15.032910000000001
1175,Why does Mitt always wear BROWN MAKEUP?  Is he trying to appeal to HISPANICS? #PresidentialDebate,why does mitt always wear brown makeup is he trying to appeal to hispanics #presidentialdebate,9.104082
1176,I'm President Obama and uhhhhhhhhh im running for president again uhhhhhhhhh im an idiot,i'm president obama and uhhhhhhhhh im running for president again uhhhhhhhhh im an idiot,15.435565
1182,If your an Obama fan please watch the Debate right now and realize that your ruining America and also that your retarded #romney,if your an obama fan please watch the debate right now and realize that your ruining america and also that your retarded #romney,24.315183
1184,President Obama continues to emphasize that education is a key component to his jobs plan. #kids2012 #investinkids,president obama continues to emphasize that education is a key component to his jobs plan #kids2012 #investinkids,20.698352
1185,Go check out our President on a number of different channels #PresidentialDebate,go check out our president on a number of different channels #presidentialdebate,15.686495999999998
1186,@CNN 's @andersoncooper recommends middle class as catchphrase for drinking game during #PresidentialDebate. (Hmmm... 8 AM in Singapore.),s recommends middle class as catchphrase for drinking game during #presidentialdebate hmmm in singapore,12.627144999999999
1188,Mitt Romney's like --  yah --  I can help..y'all can live in my pool house!,mitt romney's like yah i can helpy'all can live in my pool house,15.631845
1201,We've got a program called a race to the top that reforms programs inin 46 states. Obama #debates,we've got a program called a race to the top that reforms programs inin states obama #debates,21.437020999999998
1202,RT @LPNH: Gary Johnson wants to Audit the Federal Reserve. Support the Libertarian Party. #GaryJohnsonForPresident #denverdebate,gary johnson wants to audit the federal reserve support the libertarian party #garyjohnsonforpresident #denverdebate,13.577333
1207,watching mitt romney on live debate in uk hes a fucking idiot and honey boo boo makes more sense than him,watching mitt romney on live debate in uk hes a fucking idiot and honey boo boo makes more sense than him,21.919018
1211,Mr. President --  wishing your wife a happy anniversary does not make me like you. #nobama,mr president wishing your wife a happy anniversary does not make me like you #nobama,34.93455
1214,Did Mitt Romney say something about five hearts? THAT'S AMAZING! WHY DIDN'T HE SAY THIS EARLIER THAT HE HAD FIVE HEARTS?,did mitt romney say something about five hearts that's amazing why didn't he say this earlier that he had five hearts,12.885734999999999
1216,For once --  Mitt Romney met someone whose unemployment he had not caused directly.,for once mitt romney met someone whose unemployment he had not caused directly,5.847887
1218,First presidential debate of 2012. Hopefully this is informative since the rest of the campaign has not been. #PresidentialDebate,first presidential debate of hopefully this is informative since the rest of the campaign has not been #presidentialdebate,18.235257999999998
1219,Watching premiere of new reality show The Biggest Liar.  First contestants are #Obama2012 and #Romney2012,watching premiere of new reality show the biggest liar first contestants are #obama2012 and #romney2012,17.852143
